phe1_name	phe2_name	gcor	gcor_SE	zscore	P	phe1_isBinary	phe2_isBinary	ToMultiply	gcor_old	zscore_old
FNP	Ile	NA	NA	NA	NA	True	True	1	NA	NA
FNP	InH	-0.6156	1.026	-0.6	0.5485	True	True	1	-0.6156	-0.6
FNP	Ins	-0.3354	1.0875	-0.3084	0.7578	True	True	1	-0.3354	-0.3084
FNP	Iri	0.3099	1.1056	0.2803	0.7793	True	True	1	0.3099	0.2803
FNP	JRA	NA	NA	NA	NA	True	True	1	NA	NA
FNP	Kel	0.0163	0.6417	0.0254	0.9797	True	True	1	0.0163	0.0254
FNP	L04	-0.6066	1.0512	-0.5771	0.5639	True	True	1	-0.6066	-0.5771
FNP	LDLC	-0.1116	0.4059	-0.275	0.7833	True	False	-1	0.1116	0.275
FNP	LYM	-0.0007	0.3209	-0.002	0.9984	True	False	-1	0.0007	0.002
FNP	LiC	NA	NA	NA	NA	True	True	1	NA	NA
FNP	LuC	0.7945	1.5051	0.5279	0.5976	True	True	1	0.7945	0.5279
FNP	M01A	0.048	0.7393	0.0649	0.9483	True	True	1	0.048	0.0649
FNP	M05B	-0.095	0.5636	-0.1686	0.8661	True	True	1	-0.095	-0.1686
FNP	MA	NA	NA	NA	NA	True	True	1	NA	NA
FNP	MAP	-0.2204	0.4096	-0.5382	0.5904	True	False	-1	0.2204	0.5382
FNP	MCH	-0.2428	0.3979	-0.6101	0.5418	True	False	-1	0.2428	0.6101
FNP	MCHC	0.0423	0.3136	0.1348	0.8928	True	False	-1	-0.0423	-0.1348
FNP	MCV	-0.305	0.4821	-0.6327	0.5269	True	False	-1	0.305	0.6327
FNP	MG	NA	NA	NA	NA	True	True	1	NA	NA
FNP	MI	0.1863	0.4225	0.441	0.6592	True	True	1	0.1863	0.441
FNP	ML	NA	NA	NA	NA	True	True	1	NA	NA
FNP	MON	0.1486	0.4341	0.3424	0.7321	True	False	-1	-0.1486	-0.3424
FNP	Mas	-0.4888	1.2273	-0.3983	0.6904	True	True	1	-0.4888	-0.3983
FNP	Men	-0.4806	1.0688	-0.4497	0.6529	True	True	1	-0.4806	-0.4497
FNP	Myo	0.2785	1.1066	0.2517	0.8013	True	True	1	0.2785	0.2517
FNP	N02A	-0.5927	2.8536	-0.2077	0.8355	True	True	1	-0.5927	-0.2077
FNP	N02BA	0.2396	0.507	0.4727	0.6365	True	True	1	0.2396	0.4727
FNP	N02BE	NA	NA	NA	NA	True	True	1	NA	NA
FNP	N02C	NA	NA	NA	NA	True	True	1	NA	NA
FNP	N06A	-0.0586	1.0804	-0.0542	0.9568	True	True	1	-0.0586	-0.0542
FNP	NB	NA	NA	NA	NA	True	True	1	NA	NA
FNP	NEU	0.4425	0.6668	0.6636	0.5069	True	False	-1	-0.4425	-0.6636
FNP	NMI	0.189	0.6355	0.2974	0.7662	True	True	1	0.189	0.2974
FNP	NP	0.4355	1.0675	0.408	0.6833	True	True	1	0.4355	0.408
FNP	NS	-1.1354	2.0055	-0.5661	0.5713	True	True	1	-1.1354	-0.5661
FNP	OC	0.4013	1.3251	0.3029	0.762	True	True	1	0.4013	0.3029
FNP	OP	-0.0263	0.5599	-0.0469	0.9626	True	True	1	-0.0263	-0.0469
FNP	OvC	NA	NA	NA	NA	True	True	1	NA	NA
FNP	PA	0.777	1.6699	0.4653	0.6417	True	True	1	0.777	0.4653
FNP	PAD	0.4951	0.8256	0.5997	0.5487	True	True	1	0.4951	0.5997
FNP	PD	NA	NA	NA	NA	True	True	1	NA	NA
FNP	PE	0.8689	1.8403	0.4721	0.6368	True	True	1	0.8689	0.4721
FNP	PF	NA	NA	NA	NA	True	True	1	NA	NA
FNP	PKD	-0.524	1.4372	-0.3646	0.7154	True	True	1	-0.524	-0.3646
FNP	PLC	0.5075	1.4914	0.3403	0.7337	True	True	1	0.5075	0.3403
FNP	SBP	-0.1712	0.3658	-0.4679	0.6399	True	False	-1	0.1712	0.4679
FNP	SD	NA	NA	NA	NA	True	True	1	NA	NA
FNP	SLE	-0.7072	1.3844	-0.5108	0.6095	True	True	1	-0.7072	-0.5108
FNP	Sch	-0.1371	0.9375	-0.1462	0.8838	True	True	1	-0.1371	-0.1462
FNP	T1D	1.0538	1.683	0.6261	0.5312	True	True	1	1.0538	0.6261
FNP	TBil	-0.0648	0.2401	-0.2699	0.7872	True	False	-1	0.0648	0.2699
FNP	TG	0.3522	0.5209	0.6761	0.499	True	False	-1	-0.3522	-0.6761
FNP	TS	NA	NA	NA	NA	True	True	1	NA	NA
FNP	ThC	NA	NA	NA	NA	True	True	1	NA	NA
FNP	Typ	NA	NA	NA	NA	True	True	1	NA	NA
FNP	UAP	-0.053	0.4877	-0.1086	0.9135	True	True	1	-0.053	-0.1086
FNP	UF	0.1804	0.4716	0.3825	0.7021	True	True	1	0.1804	0.3825
FNP	Uro	-0.0289	0.4129	-0.0699	0.9443	True	True	1	-0.0289	-0.0699
FNP	Uve	0.0408	0.9997	0.0408	0.9675	True	True	1	0.0408	0.0408
FNP	Var	-1.1561	1.7064	-0.6775	0.4981	True	True	1	-1.1561	-0.6775
FNP	Zos	-1.1526	2.8623	-0.4027	0.6872	True	True	1	-1.1526	-0.4027
FNP	PLT	0.2304	0.3634	0.6341	0.526	True	False	-1	-0.2304	-0.6341
FNP	PM	-0.0998	0.7124	-0.1401	0.8886	True	True	1	-0.0998	-0.1401
FNP	PP	-0.0795	0.3707	-0.2145	0.8301	True	False	-1	0.0795	0.2145
FNP	PT	-0.4479	0.8271	-0.5414	0.5882	True	True	1	-0.4479	-0.5414
FNP	PaC	0.9257	1.8815	0.492	0.6227	True	True	1	0.9257	0.492
FNP	PeD	NA	NA	NA	NA	True	True	1	NA	NA
FNP	Per	1.0867	2.7969	0.3885	0.6976	True	True	1	1.0867	0.3885
FNP	Pl	NA	NA	NA	NA	True	True	1	NA	NA
FNP	Pn	0.9245	1.3846	0.6677	0.5043	True	True	1	0.9245	0.6677
FNP	Pne	0.3906	1.0405	0.3754	0.7074	True	True	1	0.3906	0.3754
FNP	Pneu	0.829	2.6277	0.3155	0.7524	True	True	1	0.829	0.3155
FNP	Pol	0.2926	0.5941	0.4924	0.6224	True	True	1	0.2926	0.4924
FNP	PrC	0.1081	0.4557	0.2372	0.8125	True	True	1	0.1081	0.2372
FNP	PsV	0.4067	1.0159	0.4004	0.6889	True	True	1	0.4067	0.4004
FNP	Pye	NA	NA	NA	NA	True	True	1	NA	NA
FNP	R03A	-0.3334	0.6857	-0.4863	0.6268	True	True	1	-0.3334	-0.4863
FNP	R03BA	-0.7009	1.0883	-0.644	0.5196	True	True	1	-0.7009	-0.644
FNP	R06A	0.0067	0.6559	0.0103	0.9918	True	True	1	0.0067	0.0103
FNP	RA	-0.226	0.6272	-0.3603	0.7186	True	True	1	-0.226	-0.3603
FNP	RBC	0.6105	0.9189	0.6644	0.5064	True	False	-1	-0.6105	-0.6644
FNP	RD	-0.2245	0.7734	-0.2903	0.7716	True	True	1	-0.2245	-0.2903
FNP	RF	-0.9359	2.0427	-0.4582	0.6468	True	True	1	-0.9359	-0.4582
FNP	RP	0.8418	1.6898	0.4982	0.6184	True	True	1	0.8418	0.4982
FNP	RW	NA	NA	NA	NA	True	True	1	NA	NA
FNP	S01E	NA	NA	NA	NA	True	True	1	NA	NA
FNP	SAP	0.2307	0.5125	0.4501	0.6526	True	True	1	0.2307	0.4501
FNP	SAS	0.2577	1.0819	0.2382	0.8117	True	True	1	0.2577	0.2382
FNP	SCS	1.0278	1.7011	0.6042	0.5457	True	True	1	1.0278	0.6042
FNP	SH	-0.1287	0.9336	-0.1378	0.8904	True	True	1	-0.1287	-0.1378
FNP	SS	-0.2875	0.7054	-0.4076	0.6836	True	True	1	-0.2875	-0.4076
FNP	Sar	-0.3654	0.7524	-0.4857	0.6272	True	True	1	-0.3654	-0.4857
FNP	SkC	NA	NA	NA	NA	True	True	1	NA	NA
FNP	T2D	0.1652	0.3244	0.5093	0.6105	True	True	1	0.1652	0.5093
FNP	TC	0.3712	0.6668	0.5566	0.5778	True	False	-1	-0.3712	-0.5566
FNP	TP	-0.0219	0.2927	-0.0749	0.9403	True	False	-1	0.0219	0.0749
FNP	Tat	-0.5071	1.2097	-0.4192	0.6751	True	True	1	-0.5071	-0.4192
FNP	Ton	-0.5465	1.2947	-0.4221	0.673	True	True	1	-0.5465	-0.4221
FNP	UA	-0.3343	0.5409	-0.6181	0.5365	True	False	-1	0.3343	0.6181
FNP	UC	-0.2927	0.844	-0.3468	0.7287	True	True	1	-0.2927	-0.3468
FNP	UP	NA	NA	NA	NA	True	True	1	NA	NA
FNP	Urt	NA	NA	NA	NA	True	True	1	NA	NA
FNP	VA	NA	NA	NA	NA	True	True	1	NA	NA
FNP	WBC	0.2647	0.437	0.6059	0.5446	True	False	-1	-0.2647	-0.6059
FNP	sCr	-0.444	0.7186	-0.6179	0.5367	True	False	-1	0.444	0.6179
FS	FS	1.0	2.8097e-05	35592.1665	0.0	True	True	1	1.0	35592.1665
FS	GBP	-0.1074	0.4563	-0.2354	0.8139	True	True	1	-0.1074	-0.2354
FS	GC	0.0524	0.1879	0.2789	0.7803	True	True	1	0.0524	0.2789
FS	GD	0.0906	0.1709	0.5305	0.5958	True	True	1	0.0906	0.5305
FS	GERD	NA	NA	NA	NA	True	True	1	NA	NA
FS	GGT	-0.0914	0.0928	-0.9853	0.3245	True	False	-1	0.0914	0.9853
FS	GP	-0.6589	0.4679	-1.4081	0.1591	True	True	1	-0.6589	-1.4081
FS	GU	-0.1592	0.2418	-0.6582	0.5104	True	True	1	-0.1592	-0.6582
FS	Gla	0.3637	0.1954	1.8612	0.0627	True	True	1	0.3637	1.8612
FS	Glucose	0.0538	0.1519	0.3539	0.7234	True	False	-1	-0.0538	-0.3539
FS	Goi	NA	NA	NA	NA	True	True	1	NA	NA
FS	H03A	-0.2511	0.3234	-0.7766	0.4374	True	True	1	-0.2511	-0.7766
FS	HAV	NA	NA	NA	NA	True	True	1	NA	NA
FS	HC	-0.8042	0.8205	-0.9801	0.327	True	True	1	-0.8042	-0.9801
FS	HD	-0.1067	0.4169	-0.256	0.7979	True	True	1	-0.1067	-0.256
FS	HDLC	-0.1251	0.1359	-0.9207	0.3572	True	False	-1	0.1251	0.9207
FS	HI	-0.1692	0.3997	-0.4234	0.672	True	True	1	-0.1692	-0.4234
FS	HL	0.3019	0.7532	0.4009	0.6885	True	True	1	0.3019	0.4009
FS	Hb	0.0427	0.1127	0.3793	0.7045	True	False	-1	-0.0427	-0.3793
FS	HbA1c	0.0382	0.1564	0.2445	0.8069	True	False	-1	-0.0382	-0.2445
FS	Hei	0.0197	0.0711	0.2773	0.7816	True	False	-1	-0.0197	-0.2773
FS	Her	NA	NA	NA	NA	True	True	1	NA	NA
FS	Ht	0.0159	0.1101	0.1447	0.8849	True	False	-1	-0.0159	-0.1447
FS	Hype	-0.2916	0.325	-0.8972	0.3696	True	True	1	-0.2916	-0.8972
FS	Hypo	-0.2445	0.4795	-0.51	0.6101	True	True	1	-0.2445	-0.51
FS	IDA	-0.6718	1.3509	-0.4973	0.619	True	True	1	-0.6718	-0.4973
FS	IH	-0.0165	0.2433	-0.0676	0.9461	True	True	1	-0.0165	-0.0676
FS	ILD	NA	NA	NA	NA	True	True	1	NA	NA
FS	IN	0.0176	0.2988	0.0589	0.953	True	True	1	0.0176	0.0589
FS	IS	-0.1008	0.1713	-0.5885	0.5562	True	True	1	-0.1008	-0.5885
FS	ITP	0.6393	1.3379	0.4778	0.6328	True	True	1	0.6393	0.4778
FS	Ile	NA	NA	NA	NA	True	True	1	NA	NA
FS	InH	-0.1074	0.267	-0.4023	0.6875	True	True	1	-0.1074	-0.4023
FS	Ins	0.5538	0.5271	1.0506	0.2934	True	True	1	0.5538	1.0506
FS	Iri	-0.8698	0.6269	-1.3874	0.1653	True	True	1	-0.8698	-1.3874
FS	JRA	NA	NA	NA	NA	True	True	1	NA	NA
FS	Kel	-0.0445	0.2831	-0.1572	0.8751	True	True	1	-0.0445	-0.1572
FS	L04	-0.1332	0.2551	-0.5221	0.6016	True	True	1	-0.1332	-0.5221
FS	LDLC	-0.1969	0.1693	-1.1629	0.2449	True	False	-1	0.1969	1.1629
FS	LYM	0.2373	0.1427	1.6629	0.0963	True	False	-1	-0.2373	-1.6629
FS	LiC	0.8334	1.2077	0.6901	0.4901	True	True	1	0.8334	0.6901
FS	LuC	-0.079	0.3669	-0.2154	0.8295	True	True	1	-0.079	-0.2154
FS	M01A	0.359	0.2883	1.2452	0.2131	True	True	1	0.359	1.2452
FS	M05B	-0.1652	0.2304	-0.7172	0.4733	True	True	1	-0.1652	-0.7172
FS	MA	NA	NA	NA	NA	True	True	1	NA	NA
FS	MAP	-0.1324	0.1152	-1.1494	0.2504	True	False	-1	0.1324	1.1494
FS	MCH	0.0856	0.0957	0.8942	0.3712	True	False	-1	-0.0856	-0.8942
FS	MCHC	0.0251	0.1333	0.1881	0.8508	True	False	-1	-0.0251	-0.1881
FS	MCV	0.0875	0.0958	0.9141	0.3606	True	False	-1	-0.0875	-0.9141
FS	MG	-0.3786	0.4872	-0.7772	0.437	True	True	1	-0.3786	-0.7772
FS	MI	0.0375	0.1165	0.322	0.7474	True	True	1	0.0375	0.322
FS	ML	-0.381	0.5214	-0.7309	0.4649	True	True	1	-0.381	-0.7309
FS	MON	0.1242	0.126	0.9855	0.3244	True	False	-1	-0.1242	-0.9855
FS	Mas	1.1309	0.6637	1.7041	0.0884	True	True	1	1.1309	1.7041
FS	Men	-0.273	0.3509	-0.7779	0.4366	True	True	1	-0.273	-0.7779
FS	Myo	0.3101	0.4063	0.7632	0.4453	True	True	1	0.3101	0.7632
FS	N02A	-0.7834	2.0188	-0.388	0.698	True	True	1	-0.7834	-0.388
FS	N02BA	-0.0721	0.14	-0.5155	0.6062	True	True	1	-0.0721	-0.5155
FS	N02BE	NA	NA	NA	NA	True	True	1	NA	NA
FS	N02C	-0.1168	0.5277	-0.2213	0.8249	True	True	1	-0.1168	-0.2213
FS	N06A	0.2687	0.3461	0.7763	0.4376	True	True	1	0.2687	0.7763
FS	NB	NA	NA	NA	NA	True	True	1	NA	NA
FS	NEU	0.2039	0.1538	1.3261	0.1848	True	False	-1	-0.2039	-1.3261
FS	NMI	-0.4934	0.2737	-1.8029	0.0714	True	True	1	-0.4934	-1.8029
FS	NP	-0.3999	0.4518	-0.8853	0.376	True	True	1	-0.3999	-0.8853
FS	NS	0.1406	0.398	0.3533	0.7238	True	True	1	0.1406	0.3533
FS	OC	0.4364	0.5502	0.7931	0.4277	True	True	1	0.4364	0.7931
FS	OP	-0.3298	0.2007	-1.643	0.1004	True	True	1	-0.3298	-1.643
FS	OvC	0.1871	0.3967	0.4716	0.6372	True	True	1	0.1871	0.4716
FS	PA	0.2164	0.5495	0.3939	0.6937	True	True	1	0.2164	0.3939
FS	PAD	-0.0864	0.1965	-0.4396	0.6602	True	True	1	-0.0864	-0.4396
FS	PD	NA	NA	NA	NA	True	True	1	NA	NA
FS	PE	0.3254	0.4615	0.7051	0.4807	True	True	1	0.3254	0.7051
FS	PF	NA	NA	NA	NA	True	True	1	NA	NA
FS	PKD	-0.01	0.4586	-0.0218	0.9826	True	True	1	-0.01	-0.0218
FS	PLC	0.3482	0.586	0.5942	0.5524	True	True	1	0.3482	0.5942
FS	SBP	-0.0184	0.1113	-0.1653	0.8687	True	False	-1	0.0184	0.1653
FS	SD	0.6112	0.7435	0.822	0.411	True	True	1	0.6112	0.822
FS	SLE	0.2497	0.3694	0.6759	0.4991	True	True	1	0.2497	0.6759
FS	Sch	0.2004	0.3888	0.5155	0.6062	True	True	1	0.2004	0.5155
FS	T1D	0.1444	0.4121	0.3504	0.7261	True	True	1	0.1444	0.3504
FS	TBil	0.0479	0.0783	0.6116	0.5408	True	False	-1	-0.0479	-0.6116
FS	TG	-0.0302	0.0911	-0.3312	0.7405	True	False	-1	0.0302	0.3312
FS	TS	NA	NA	NA	NA	True	True	1	NA	NA
FS	ThC	0.9576	1.3812	0.6933	0.4881	True	True	1	0.9576	0.6933
FS	Typ	-0.51	0.6265	-0.8141	0.4156	True	True	1	-0.51	-0.8141
FS	UAP	-0.0201	0.1756	-0.1144	0.9089	True	True	1	-0.0201	-0.1144
FS	UF	0.1622	0.1791	0.9055	0.3652	True	True	1	0.1622	0.9055
FS	Uro	0.2882	0.1573	1.8322	0.0669	True	True	1	0.2882	1.8322
FS	Uve	0.5516	0.4957	1.1128	0.2658	True	True	1	0.5516	1.1128
FS	Var	0.0465	0.3535	0.1315	0.8954	True	True	1	0.0465	0.1315
FS	Zos	1.0258	1.9022	0.5393	0.5897	True	True	1	1.0258	0.5393
FS	PLT	-0.0833	0.0856	-0.9734	0.3304	True	False	-1	0.0833	0.9734
FS	PM	0.107	0.2894	0.3697	0.7116	True	True	1	0.107	0.3697
FS	PP	0.2195	0.1353	1.6228	0.1046	True	False	-1	-0.2195	-1.6228
FS	PT	-0.1049	0.2667	-0.3932	0.6942	True	True	1	-0.1049	-0.3932
FS	PaC	-0.3234	0.5779	-0.5595	0.5758	True	True	1	-0.3234	-0.5595
FS	PeD	NA	NA	NA	NA	True	True	1	NA	NA
FS	Per	0.2703	0.8752	0.3088	0.7575	True	True	1	0.2703	0.3088
FS	Pl	-1.1637	0.818	-1.4226	0.1548	True	True	1	-1.1637	-1.4226
FS	Pn	-0.101	0.2592	-0.3898	0.6967	True	True	1	-0.101	-0.3898
FS	Pne	-0.3543	0.3844	-0.9217	0.3567	True	True	1	-0.3543	-0.9217
FS	Pneu	0.0073	0.5153	0.0142	0.9887	True	True	1	0.0073	0.0142
FS	Pol	5.0594e-05	0.1835	0.0003	0.9998	True	True	1	5.0594e-05	0.0003
FS	PrC	-0.1234	0.1543	-0.7996	0.424	True	True	1	-0.1234	-0.7996
FS	PsV	0.4011	0.3365	1.1919	0.2333	True	True	1	0.4011	1.1919
FS	Pye	NA	NA	NA	NA	True	True	1	NA	NA
FS	R03A	-0.1772	0.2369	-0.7481	0.4544	True	True	1	-0.1772	-0.7481
FS	R03BA	-0.2618	0.2388	-1.0965	0.2729	True	True	1	-0.2618	-1.0965
FS	R06A	-0.2757	0.2731	-1.0097	0.3126	True	True	1	-0.2757	-1.0097
FS	RA	-0.4433	0.2335	-1.8986	0.0576	True	True	1	-0.4433	-1.8986
FS	RBC	-0.0212	0.1004	-0.2112	0.8328	True	False	-1	0.0212	0.2112
FS	RD	0.8643	0.4236	2.0405	0.0413	True	True	1	0.8643	2.0405
FS	RF	0.191	0.5815	0.3284	0.7426	True	True	1	0.191	0.3284
FS	RP	0.517	0.5074	1.0191	0.3082	True	True	1	0.517	1.0191
FS	RW	NA	NA	NA	NA	True	True	1	NA	NA
FS	S01E	0.2283	0.3085	0.7398	0.4594	True	True	1	0.2283	0.7398
FS	SAP	-0.0812	0.1532	-0.5303	0.5959	True	True	1	-0.0812	-0.5303
FS	SAS	-0.6048	0.5149	-1.1746	0.2401	True	True	1	-0.6048	-1.1746
FS	SCS	0.1249	0.3802	0.3284	0.7426	True	True	1	0.1249	0.3284
FS	SH	-0.2567	0.4255	-0.6033	0.5463	True	True	1	-0.2567	-0.6033
FS	SS	0.1053	0.2435	0.4326	0.6653	True	True	1	0.1053	0.4326
FS	Sar	0.2545	0.2429	1.0478	0.2947	True	True	1	0.2545	1.0478
FS	SkC	NA	NA	NA	NA	True	True	1	NA	NA
FS	T2D	0.0158	0.0944	0.1677	0.8668	True	True	1	0.0158	0.1677
FS	TC	-0.1887	0.1462	-1.2904	0.1969	True	False	-1	0.1887	1.2904
FS	TP	-0.1309	0.1343	-0.9747	0.3297	True	False	-1	0.1309	0.9747
FS	Tat	1.006	0.5886	1.7092	0.0874	True	True	1	1.006	1.7092
FS	Ton	0.2946	0.3762	0.7831	0.4336	True	True	1	0.2946	0.7831
FS	UA	0.1955	0.11	1.7765	0.0757	True	False	-1	-0.1955	-1.7765
FS	UC	-0.124	0.2824	-0.4391	0.6606	True	True	1	-0.124	-0.4391
FS	UP	-0.5977	0.4134	-1.4459	0.1482	True	True	1	-0.5977	-1.4459
FS	Urt	-0.2828	0.3107	-0.9102	0.3627	True	True	1	-0.2828	-0.9102
FS	VA	NA	NA	NA	NA	True	True	1	NA	NA
FS	WBC	0.1514	0.1172	1.2921	0.1963	True	False	-1	-0.1514	-1.2921
FS	sCr	0.1572	0.1054	1.4906	0.1361	True	False	-1	-0.1572	-1.4906
GBP	GBP	1.0005	0.0005	1964.283	0.0	True	True	1	1.0005	1964.283
GBP	GC	0.4582	0.3929	1.1663	0.2435	True	True	1	0.4582	1.1663
GBP	GD	-0.4918	0.3357	-1.4652	0.1429	True	True	1	-0.4918	-1.4652
GBP	GERD	0.4876	0.891	0.5472	0.5842	True	True	1	0.4876	0.5472
GBP	GGT	0.0114	0.2046	0.0557	0.9556	True	False	-1	-0.0114	-0.0557
GBP	GP	0.8817	0.6827	1.2915	0.1965	True	True	1	0.8817	1.2915
GBP	GU	-0.0214	0.3495	-0.0611	0.9512	True	True	1	-0.0214	-0.0611
GBP	Gla	-0.5634	0.3709	-1.519	0.1288	True	True	1	-0.5634	-1.519
GBP	Glucose	0.1943	0.2416	0.8045	0.4211	True	False	-1	-0.1943	-0.8045
GBP	Goi	NA	NA	NA	NA	True	True	1	NA	NA
GBP	H03A	-0.2349	0.4412	-0.5324	0.5945	True	True	1	-0.2349	-0.5324
GBP	HAV	NA	NA	NA	NA	True	True	1	NA	NA
GBP	HC	-0.5856	1.0584	-0.5533	0.5801	True	True	1	-0.5856	-0.5533
GBP	HD	0.2856	0.6193	0.4612	0.6446	True	True	1	0.2856	0.4612
GBP	HDLC	-0.0756	0.199	-0.3801	0.7039	True	False	-1	0.0756	0.3801
GBP	HI	-0.7369	0.694	-1.0618	0.2883	True	True	1	-0.7369	-1.0618
GBP	HL	-0.2044	0.9991	-0.2046	0.8379	True	True	1	-0.2044	-0.2046
GBP	Hb	0.2091	0.1953	1.0704	0.2844	True	False	-1	-0.2091	-1.0704
GBP	HbA1c	-0.3396	0.2916	-1.1649	0.2441	True	False	-1	0.3396	1.1649
GBP	Hei	0.0277	0.1027	0.2695	0.7876	True	False	-1	-0.0277	-0.2695
GBP	Her	NA	NA	NA	NA	True	True	1	NA	NA
GBP	Ht	0.1877	0.1835	1.0228	0.3064	True	False	-1	-0.1877	-1.0228
GBP	Hype	0.1106	0.3879	0.2851	0.7756	True	True	1	0.1106	0.2851
GBP	Hypo	-0.3467	0.6335	-0.5472	0.5842	True	True	1	-0.3467	-0.5472
GBP	IDA	-0.2147	1.2741	-0.1685	0.8662	True	True	1	-0.2147	-0.1685
GBP	IH	-0.2603	0.3758	-0.6927	0.4885	True	True	1	-0.2603	-0.6927
GBP	ILD	NA	NA	NA	NA	True	True	1	NA	NA
GBP	IN	-0.7151	0.5669	-1.2613	0.2072	True	True	1	-0.7151	-1.2613
GBP	IS	-0.2047	0.2818	-0.7264	0.4676	True	True	1	-0.2047	-0.7264
GBP	ITP	0.0328	1.279	0.0257	0.9795	True	True	1	0.0328	0.0257
GBP	Ile	NA	NA	NA	NA	True	True	1	NA	NA
GBP	InH	0.656	0.4605	1.4247	0.1542	True	True	1	0.656	1.4247
GBP	Ins	0.2701	0.6786	0.398	0.6906	True	True	1	0.2701	0.398
GBP	Iri	-0.1601	0.6512	-0.2458	0.8058	True	True	1	-0.1601	-0.2458
GBP	JRA	NA	NA	NA	NA	True	True	1	NA	NA
GBP	Kel	-0.0183	0.3879	-0.0471	0.9624	True	True	1	-0.0183	-0.0471
GBP	L04	-0.0082	0.3312	-0.0248	0.9802	True	True	1	-0.0082	-0.0248
GBP	LDLC	-0.1404	0.2577	-0.5448	0.5859	True	False	-1	0.1404	0.5448
GBP	LYM	-0.3633	0.2465	-1.4741	0.1405	True	False	-1	0.3633	1.4741
GBP	LiC	-0.4761	1.2817	-0.3715	0.7103	True	True	1	-0.4761	-0.3715
GBP	LuC	-0.6288	0.6415	-0.9801	0.327	True	True	1	-0.6288	-0.9801
GBP	M01A	-0.5778	0.5258	-1.099	0.2717	True	True	1	-0.5778	-1.099
GBP	M05B	0.1139	0.3569	0.3193	0.7495	True	True	1	0.1139	0.3193
GBP	MA	NA	NA	NA	NA	True	True	1	NA	NA
GBP	MAP	0.0744	0.1813	0.4105	0.6815	True	False	-1	-0.0744	-0.4105
GBP	MCH	-0.0285	0.1518	-0.1879	0.851	True	False	-1	0.0285	0.1879
GBP	MCHC	0.0151	0.2025	0.0743	0.9407	True	False	-1	-0.0151	-0.0743
GBP	MCV	-0.0361	0.1388	-0.2602	0.7947	True	False	-1	0.0361	0.2602
GBP	MG	0.5803	0.8107	0.7158	0.4741	True	True	1	0.5803	0.7158
GBP	MI	-0.1458	0.1845	-0.7904	0.4293	True	True	1	-0.1458	-0.7904
GBP	ML	-0.6562	0.9842	-0.6667	0.505	True	True	1	-0.6562	-0.6667
GBP	MON	0.3185	0.261	1.2203	0.2223	True	False	-1	-0.3185	-1.2203
GBP	Mas	0.6633	0.7045	0.9415	0.3464	True	True	1	0.6633	0.9415
GBP	Men	0.3509	0.5678	0.6179	0.5366	True	True	1	0.3509	0.6179
GBP	Myo	-0.413	0.5992	-0.6892	0.4907	True	True	1	-0.413	-0.6892
GBP	N02A	0.2027	1.487	0.1363	0.8916	True	True	1	0.2027	0.1363
GBP	N02BA	-0.2343	0.2194	-1.0679	0.2856	True	True	1	-0.2343	-1.0679
GBP	N02BE	NA	NA	NA	NA	True	True	1	NA	NA
GBP	N02C	0.0442	0.6952	0.0636	0.9493	True	True	1	0.0442	0.0636
GBP	N06A	-0.4986	0.5383	-0.9263	0.3543	True	True	1	-0.4986	-0.9263
GBP	NB	NA	NA	NA	NA	True	True	1	NA	NA
GBP	NEU	0.266	0.2295	1.159	0.2465	True	False	-1	-0.266	-1.159
GBP	NMI	0.3034	0.4178	0.7262	0.4677	True	True	1	0.3034	0.7262
GBP	NP	0.3662	0.5811	0.6302	0.5286	True	True	1	0.3662	0.6302
GBP	NS	-0.424	0.6814	-0.6222	0.5338	True	True	1	-0.424	-0.6222
GBP	OC	0.5842	0.8102	0.721	0.4709	True	True	1	0.5842	0.721
GBP	OP	0.1349	0.3338	0.4042	0.686	True	True	1	0.1349	0.4042
GBP	OvC	-0.2975	0.6249	-0.4761	0.634	True	True	1	-0.2975	-0.4761
GBP	PA	-0.5367	0.8746	-0.6136	0.5395	True	True	1	-0.5367	-0.6136
GBP	PAD	-0.3266	0.3089	-1.0573	0.2904	True	True	1	-0.3266	-1.0573
GBP	PD	NA	NA	NA	NA	True	True	1	NA	NA
GBP	PE	0.8989	0.856	1.0501	0.2937	True	True	1	0.8989	1.0501
GBP	PF	NA	NA	NA	NA	True	True	1	NA	NA
GBP	PKD	-0.1628	0.6751	-0.2411	0.8095	True	True	1	-0.1628	-0.2411
GBP	PLC	0.2747	0.7468	0.3679	0.713	True	True	1	0.2747	0.3679
GBP	SBP	0.088	0.1897	0.4641	0.6426	True	False	-1	-0.088	-0.4641
GBP	SD	0.8514	1.1981	0.7106	0.4773	True	True	1	0.8514	0.7106
GBP	SLE	-0.774	0.6714	-1.1528	0.249	True	True	1	-0.774	-1.1528
GBP	Sch	0.1421	0.6521	0.2179	0.8275	True	True	1	0.1421	0.2179
GBP	T1D	0.2099	0.5684	0.3692	0.712	True	True	1	0.2099	0.3692
GBP	TBil	0.0736	0.1023	0.7198	0.4717	True	False	-1	-0.0736	-0.7198
GBP	TG	0.2109	0.188	1.1219	0.2619	True	False	-1	-0.2109	-1.1219
GBP	TS	NA	NA	NA	NA	True	True	1	NA	NA
GBP	ThC	0.6816	1.4398	0.4734	0.6359	True	True	1	0.6816	0.4734
